fi_id,pricing_date,open,high,low,close,volume,dividends
19,2022-09-21,31.45000076,31.67499924,30.35000038,30.46999931,22328400,0
2,2022-09-21,134.5564257,134.6733588,132.246909,132.2663879,6413900,0
7,2022-09-21,68.90000153,72.23999786,67.43000031,67.63999939,12344600,0
53,2022-09-21,154.3853512,156.3204491,150.5348053,150.5348053,5491600,0
24,2022-09-21,110.6082377,111.744329,108.6863462,108.6958084,3735800,0
45,2022-09-21,18.49156154,19.1615464,18.46284911,18.50113297,5803800,0
51,2022-09-21,17.12000084,17.29000092,16.84000015,16.84000015,2113200,0
26,2022-09-21,36.38498408,36.8614768,35.7655421,35.81319427,2152400,0
47,2022-09-22,8.989999771,9.109999657,8.585000038,8.590000153,9724400,0
22,2022-09-22,235.3500061,240.5,231.6600037,237.0500031,10018000,0
28,2022-09-22,490.3019288,490.3019288,480.7837229,483.5230713,3133100,0
25,2022-09-22,117.0800018,118.7900009,116.2600021,117.3099976,55229200,0
15,2022-09-22,151.4813711,153.559042,150.0200389,151.8392487,86652500,0
49,2022-09-22,98.54577265,98.96053408,96.61021175,97.32123566,9638800,0
35,2022-09-22,153.9033328,154.0881132,148.4567986,148.7680359,3984700,0
60,2022-09-22,98.81999969,101.2399979,98.79000092,100.1399994,34298600,0
30,2022-09-22,94.90000153,95.58999634,92.44000244,92.44999695,1005100,0
11,2022-09-22,75,75.76999664,74.33000183,74.54000092,4116200,0
34,2022-09-22,104.2099991,104.6600037,102.0199966,102.1600037,10953400,0
58,2022-09-22,35.43999863,36.13999939,34.90000153,35.25999832,14895500,0
54,2022-09-22,10.80000019,10.90600014,10.70199966,10.73999977,1455000,0
32,2022-09-22,31.05477386,31.1346061,29.66768598,29.89720345,11105300,0
5,2022-09-22,235.5939666,241.5266575,235.2968492,238.6742096,31061200,0
3,2022-09-22,33.27663722,33.34514765,32.06301705,32.2979126,6564500,0
59,2022-09-22,10.67136893,10.759969,10.44494641,10.45479107,4124800,0
46,2022-09-22,299.8599854,301.2900085,285.8200073,288.5899963,70545400,0
40,2022-09-22,86.1700312,86.18961201,82.62530677,82.93865204,9953000,0
56,2022-09-22,130.6201033,131.409629,124.2040295,125.5332184,75916200,0
36,2022-09-22,149.5099945,152.8600006,149.1499939,150.1499939,12405100,0
48,2022-09-22,23.9109981,23.98991221,23.54602104,23.62493515,1075500,0
61,2022-09-22,72.96450724,73.82234457,72.82803448,73.46166229,3452100,0
43,2022-09-22,219.2591213,222.7543833,218.7583856,221.4191132,760500,0
23,2022-09-22,6.78733405,6.825465104,6.720604932,6.777801514,408800,0
20,2022-09-22,1650,1658.079956,1575.969971,1588.47998,445700,0
29,2022-09-22,68.21522522,68.21522522,68.21522522,68.21522522,2200,0
6,2022-09-22,23.87999916,24.52000046,23.20000076,23.20999908,14433900,0
33,2022-09-22,45.76575325,46.03001276,45.06106495,45.66788101,591300,0
50,2022-09-22,30.20999908,30.56900024,28.31999969,28.56999969,34457100,0
16,2022-09-22,74.48999786,74.98000336,68.73999786,68.77999878,1646000,0
44,2022-09-22,73.88999939,74.29000092,69.16999817,69.5,101436900,0
55,2022-09-22,58.23700263,58.41303418,57.89472115,57.95339584,11657600,0
13,2022-09-22,66.25849861,66.43773741,65.25276936,65.69091034,148100,0
18,2022-09-22,146.6936226,146.7626146,140.4343472,140.9863434,3249400,0
14,2022-09-22,53.06289291,53.06289291,53.06289291,53.06289291,0,0
38,2022-09-22,184.8622435,185.7153781,183.1857335,184.3067017,6604700,0
12,2022-09-22,282,289.5499878,280.0599976,287.0599976,5657600,0
4,2022-09-22,58.47000122,58.97999954,55.02000046,55.93000031,20937000,0
21,2022-09-22,44.3498406,44.39809867,43.9348146,44.06993866,2880200,0
9,2022-09-22,40.02837653,40.23171283,39.83472134,39.84440613,16691000,0
52,2022-09-22,109.9270392,110.1403403,107.687392,107.8231277,11684500,0
1,2022-09-22,122.8098686,122.8098686,120.6126166,121.4501343,240000,0
39,2022-09-22,112.6699982,113.7200012,103.2600021,103.7200012,8399400,0
8,2022-09-22,145.4993238,145.9248551,138.206055,138.6513672,3542500,0
27,2022-09-22,6.099999905,6.130000114,5.940000057,5.96999979,144300,0
57,2022-09-22,41.61500168,42.15999985,39.97999954,40.36000061,2650100,0
42,2022-09-22,140.7200012,141.5,138.1199951,139.0500031,388300,0
41,2022-09-22,124.1044412,124.1044412,117.9305892,118.9164124,3680000,0
37,2022-09-22,244.9343653,244.9734872,242.2540606,242.5377502,2300500,0
31,2022-09-22,264.0515621,264.0515621,260.7706371,262.0265503,3515800,0
10,2022-09-22,301.0635506,301.1927156,294.7431384,296.5021057,3176500,0
17,2022-09-22,158.5894134,162.4873302,158.2783662,161.5347137,7401100,0
19,2022-09-22,30.19000053,30.19000053,28.53000069,28.57999992,29038100,0
2,2022-09-22,132.2761538,133.5722162,131.7889129,132.7341614,5061600,0
7,2022-09-22,67.40000153,68.98000336,62.31000137,62.93999863,11156900,0
53,2022-09-22,149.9159602,157.8135204,147.6763571,151.8019409,10265500,0
24,2022-09-22,108.0804319,108.9230345,107.3893047,108.0614929,3678000,0
45,2022-09-22,18.635129,18.72126996,17.56315544,17.58229828,4281400,0
51,2022-09-22,16.75,16.77000046,16.48999977,16.55999947,2332800,0
26,2022-09-22,35.77507759,35.85131454,34.29795074,34.29795074,2212400,0
47,2022-09-23,8.460000038,8.68999958,8.279999733,8.510000229,10984800,0
22,2022-09-23,235.1399994,236.4499969,221.4299927,226.4100037,11207200,0
28,2022-09-23,475.3547046,478.7094071,460.0600587,462.9085693,5377800,0
25,2022-09-23,116,116.0500031,112.0599976,113.7799988,65126700,0
15,2022-09-23,150.2983744,150.5767219,147.6838797,149.5428467,96029900,0
49,2022-09-23,95.71155871,96.323831,94.15125701,95.81031036,9026500,0
35,2022-09-23,147.7856965,148.5929515,145.6070949,148.4276123,3796600,0
60,2022-09-23,99.62999725,99.66000366,97.47000122,98.73999786,31625400,0
30,2022-09-23,90.51000214,92.37000275,88.69000244,89.33999634,1782100,0
11,2022-09-23,74.16000366,74.94999695,73.32099915,74.44999695,3944700,0
34,2022-09-23,100.6200027,101.1800003,98.01999664,99.5,11976900,0
58,2022-09-23,34.54999924,35.58000183,33.56499863,35.54000092,15492500,0
54,2022-09-23,10.57600021,10.65999985,10.4460001,10.52000046,2296000,0
32,2022-09-23,29.32839853,29.51800083,28.42030603,28.95917511,12887500,0
5,2022-09-23,237.2480034,238.8228013,232.9495335,235.6435089,34176000,0
3,2022-09-23,31.71067794,31.90641987,30.89833475,31.3681221,7767500,0
59,2022-09-23,10.22836893,10.38587974,9.873968643,10.08070183,6474300,0
46,2022-09-23,283.0899963,284.5,272.8200073,275.3299866,63748400,0
40,2022-09-23,82.15529569,82.68406725,81.49923017,82.41967773,7153200,0
56,2022-09-23,124.1240686,126.0329046,122.4950679,125.0834885,66330900,0
36,2022-09-23,148.0700073,149.8399963,144.7899933,147.0099945,9175800,0
48,2022-09-23,23.34873506,23.38819117,22.9344355,23.20077133,1385300,0
61,2022-09-23,73.31544914,74.01731343,72.90603078,73.627388,4471900,0
43,2022-09-23,220.1722194,220.9871284,217.5311322,219.8678589,723700,0
23,2022-09-23,6.520416701,6.529949238,6.396490547,6.463220119,913000,0
20,2022-09-23,1564.829956,1572.48999,1532.180054,1557.52002,415800,0
29,2022-09-23,65.91065606,65.91065606,64.06700134,64.06700134,1800,0
6,2022-09-23,22.98999977,23.36000061,22.12999916,22.59000015,18168900,0
33,2022-09-23,44.6695681,45.17851192,44.44445897,45.11000061,773600,0
50,2022-09-23,28.40999985,28.90999985,27.64999962,28.76000023,27542900,0
16,2022-09-23,66.88999939,68.44999695,65.16999817,66.70999908,2020500,0
44,2022-09-23,68,69.08000183,66.81999969,67.95999908,87690000,0
55,2022-09-23,57.66000832,57.79692091,56.72117596,57.30794525,14824000,0
13,2022-09-23,63.96822167,64.04788504,62.51439932,63.14173508,285300,0
18,2022-09-23,138.7684947,139.9316424,136.1169278,138.2559204,3035600,0
14,2022-09-23,51.11378214,52.03187754,51.05977631,51.05977631,1000,0
38,2022-09-23,182.0052396,183.1063783,180.7751338,182.491333,10755800,0
12,2022-09-23,285.5700073,288.5499878,280.7000122,284.5599976,4739300,0
4,2022-09-23,55,56.97999954,54.43000031,56.27000046,14897600,0
21,2022-09-23,42.95033729,42.9792914,42.04307307,42.32297134,3215300,0
9,2022-09-23,39.94123011,39.94123011,38.84708144,39.36994934,19067700,0
52,2022-09-23,106.6984441,106.9796057,103.8964593,105.8161545,18138600,0
1,2022-09-23,117.6665152,117.7059287,114.6810068,115.4397049,265300,0
39,2022-09-23,102.1999969,103.1800003,99.70999908,101.75,6245600,0
8,2022-09-23,136.7117749,136.8800184,134.4851987,136.0487518,2414600,0
27,2022-09-23,5.869999886,5.920000076,5.730000019,5.900000095,118900,0
57,2022-09-23,39.63999939,40.34000015,38.68000031,40.04000092,2732300,0
42,2022-09-23,137.6000061,137.6100006,135.8399963,137.2799988,475700,0
41,2022-09-23,117.532271,118.2791082,115.8991874,117.8310089,4408100,0
37,2022-09-23,241.8236662,243.6724853,238.8694634,240.5911102,2672100,0
31,2022-09-23,260.8095857,264.129432,259.2810742,263.7789612,3527900,0
10,2022-09-23,291.3046819,292.7357175,288.4326634,291.7518616,3245900,0
17,2022-09-23,161.1070297,162.7983815,160.0572175,162.0596313,9598600,0
19,2022-09-23,28.01000023,28.34000015,27.36000061,27.81999969,26472600,0
2,2022-09-23,132.2176785,133.0167607,130.5318292,132.1202393,6523600,0
7,2022-09-23,61.56000137,63.15000153,59.43000031,61.88000107,10932900,0
53,2022-09-23,147.1164566,150.2302904,144.0517249,146.6842499,7195500,0
24,2022-09-23,107.6733215,108.0898844,105.6756888,106.9727249,3683700,0
45,2022-09-23,17.25687841,17.68758142,16.67303449,17.18987846,6237600,0
51,2022-09-23,16.06999969,16.11000061,15.68000031,15.85999966,2737700,0
26,2022-09-23,33.70709607,34.06923158,32.49680405,33.20201492,2482800,0
47,2022-09-26,8.5,8.845000267,8.06000042,8.220000267,12342500,0
22,2022-09-26,225.6000061,232.6999969,223.0099945,224.0700073,8234300,0
28,2022-09-26,462.3824979,480.4859437,461.727435,476.7044678,4001900,0
25,2022-09-26,113.3000031,117.3399963,113.1299973,115.1500015,62723300,0
15,2022-09-26,148.7774048,152.8631673,148.7575185,149.8808594,93339400,0
49,2022-09-26,94.89190654,96.51146528,94.51664725,94.8622818,8521600,0
35,2022-09-26,147.4063911,148.3303527,143.3312186,144.6345062,3967800,0
60,2022-09-26,98.09999847,99.87999725,97.80000305,98.16999817,27072700,0
30,2022-09-26,89,91.69000244,88.89499664,89.13999939,1578400,0
11,2022-09-26,74.81999969,76.87000275,73.23999786,73.33000183,3068800,0
34,2022-09-26,98.94999695,100.6600037,98.05999756,98.12000275,9760500,0
58,2022-09-26,36.27999878,37.95000076,35.47999954,35.54999924,25436700,0
54,2022-09-26,10.34799957,10.43799973,10.27400017,10.3039999,1081500,0
32,2022-09-26,28.87934307,29.06894346,27.96127129,27.96127129,12130600,0
5,2022-09-26,234.7818119,239.1397049,234.6332381,235.1779785,27694200,0
3,2022-09-26,31.10386787,31.64216751,30.63407865,30.70259094,6957700,0
59,2022-09-26,10.02163613,10.18899162,9.696769818,9.706613541,4636300,0
46,2022-09-26,271.8299866,284.0899963,270.3099976,276.0100098,58076900,0
40,2022-09-26,82.55676139,84.24099498,82.52738644,83.04636383,7583500,0
56,2022-09-26,124.8336431,126.5126087,122.0653322,122.205246,54734300,0
36,2022-09-26,147,151.1900024,145.3500061,146.3200073,7862400,0
48,2022-09-26,22.74701309,22.9442993,22.36230704,22.50040627,1618600,0
61,2022-09-26,73.62738102,73.87108347,72.89627369,73.11073303,3797200,0
43,2022-09-26,219.1412842,222.6856398,218.1005618,219.7107391,955700,0
23,2022-09-26,6.38695773,6.482285824,6.348826675,6.377425194,492400,0
20,2022-09-26,1559.209961,1571.01001,1531.130005,1531.98999,249300,0
29,2022-09-26,64.06700134,64.06700134,64.06700134,64.06700134,1400,0
6,2022-09-26,22.63999939,23.62000084,22.62000084,22.80999947,9341300,0
33,2022-09-26,44.90000153,45.72000122,44.50999832,44.56000137,669500,0.98
50,2022-09-26,28.67000008,29.94000053,28.23999977,28.25,25033100,0
16,2022-09-26,66.51000214,68.79000092,65.5,65.59999847,1608300,0
44,2022-09-26,67.87000275,68.73999786,66.25,66.30000305,82898700,0
55,2022-09-26,57.2003724,57.27860656,56.41800839,56.59403992,18670100,0
13,2022-09-26,63.44046512,64.03792522,61.31947912,61.48875809,841400,0
18,2022-09-26,138.0390584,139.271198,134.746785,135.4860687,3808700,0
14,2022-09-26,51.05977631,51.05977631,51.05977631,51.05977631,0,0
38,2022-09-26,181.5786608,183.0270113,178.4637302,179.1482239,9914600,0
12,2022-09-26,286.0299988,288.8999939,276.75,276.9599915,6746200,0
4,2022-09-26,56.22000122,57.74000168,54.13000107,54.13999939,12473000,0
21,2022-09-26,42.65113193,42.83451775,41.97551158,42.29401779,4909500,0
9,2022-09-26,39.36995178,39.88313492,39.08915192,39.29249191,22694800,0
52,2022-09-26,104.7108761,106.2718444,102.8299561,103.5377274,15753600,0
1,2022-09-26,116.3363364,117.3315083,114.1883458,114.5036469,192600,0
39,2022-09-26,101.7799988,105.3600006,101.5599976,103.2300034,5278800,0
8,2022-09-26,136.3456216,138.7503316,134.6039498,134.8018646,1946900,0
27,2022-09-26,5.889999866,5.96999979,5.820000172,5.860000134,77800,0
57,2022-09-26,39.95000076,40.59000015,39.11999893,39.18999863,3432500,0
42,2022-09-26,136.1300049,137.4100037,135.1000061,135.6199951,265800,0
41,2022-09-26,118.3289096,119.3943972,116.4070479,116.9846039,1984200,0
37,2022-09-26,240.5813154,240.8845585,237.1575755,238.4488068,3179100,0
31,2022-09-26,264.2559983,266.3297064,258.589816,259.5341797,4181800,0
10,2022-09-26,288.2438428,293.5009104,287.3196412,288.3034668,3635600,0
17,2022-09-26,161.1653411,162.1762631,159.7850366,161.0681305,8735500,0
19,2022-09-26,27.70999908,28.15999985,26.81999969,26.88999939,24953800,0
2,2022-09-26,132.1202456,133.3286084,131.5453049,132.246933,7396400,0
7,2022-09-26,62.97999954,66.33000183,62.18000031,62.27999878,9562600,0
53,2022-09-26,145.8395007,148.1675057,139.877038,140.3681793,5698200,0
24,2022-09-26,106.7549838,107.7490619,106.25321,106.9822006,3597900,0
45,2022-09-26,17.05588172,17.72586659,16.82617309,16.84531593,4503200,0
51,2022-09-26,15.60999966,15.77000046,15.43999958,15.52000046,2820800,0
26,2022-09-26,32.74458181,33.35449194,32.33479776,32.34432602,2422600,0
47,2022-09-27,8.319999695,8.789999962,8.06099987,8.199999809,13653700,0
22,2022-09-27,228.6300049,230.6399994,220.7200012,224.3600006,7762200,0
28,2022-09-27,481.8556303,484.7438497,471.8709415,474.7194519,2412400,0
25,2022-09-27,117.1999969,118.3199997,113.0500031,114.4100037,60094700,0
15,2022-09-27,151.839237,153.8075559,149.0656822,150.8650055,84442700,0
49,2022-09-27,95.85968993,96.52133428,93.81549986,95.0894165,9890300,0
35,2022-09-27,146.3462659,148.0872031,142.8351998,144.4010773,2941400,0
60,2022-09-27,99.43000031,100,96.87000275,97.5,30072800,0
30,2022-09-27,91.01000214,92.69499969,88.45500183,89.5,1268400,0
11,2022-09-27,74.90000153,75.98999786,72.95999908,74.26000214,3576500,0
34,2022-09-27,99.52999878,99.63999939,95.43000031,95.84999847,13360200,0
58,2022-09-27,36.65999985,38.08000183,36.02999878,36.59000015,21989600,0
54,2022-09-27,10.31999969,10.50599957,10.31999969,10.39400005,2430500,0
32,2022-09-27,28.5500338,28.86936277,27.74173019,28.44026375,13177600,0
5,2022-09-27,237.6837823,239.4863752,232.2562211,234.1479492,27018700,0
3,2022-09-27,31.1821659,31.37791156,30.54599342,30.82982445,6169600,0
59,2022-09-27,9.873968941,10.1299245,9.785368868,9.94288063,3648600,0
46,2022-09-27,283.8399963,288.6700134,277.5100098,282.9400024,61925200,0
40,2022-09-27,84.18225602,84.70123348,81.440479,82.52739716,8628800,0
56,2022-09-27,124.9935431,127.2821441,122.5050674,124.0541153,55385400,0
36,2022-09-27,148.3699951,150.6100006,146.2599945,148.8899994,7046600,0
48,2022-09-27,22.90484225,22.96402924,22.33271447,22.53000069,1860700,0
61,2022-09-27,73.46166365,73.73460919,70.70295026,70.75169373,5260600,0
43,2022-09-27,220.7318275,222.332177,216.1958284,217.4034576,789800,0
23,2022-09-27,6.367892349,6.386957877,6.148638547,6.234433651,637700,0
20,2022-09-27,1558.369995,1563.439941,1525,1539,229600,0
29,2022-09-27,64.06700134,64.06700134,64.06700134,64.06700134,300,0
6,2022-09-27,23.23999977,23.52000046,22.23500061,22.63999939,11686600,0
33,2022-09-27,45.41999817,46.49000168,45.41999817,45.83000183,837100,0
50,2022-09-27,29.03000069,29.39999962,27.65999985,27.85000038,23308500,0
16,2022-09-27,67.70999908,71.16000366,67.48000336,68.94999695,1757000,0
44,2022-09-27,67.90000153,68.77999878,66,67.16999817,94871800,0
55,2022-09-27,56.79940822,57.08301124,55.06843412,55.13689041,23829300,0
13,2022-09-27,61.6182111,62.01651657,59.96523406,60.66226959,394400,0
18,2022-09-27,137.4476321,138.3742034,134.1553589,135.5254974,2828700,0
14,2022-09-27,50.01894219,50.01894219,48.60498047,48.60498047,100,0
38,2022-09-27,181.052891,183.3742206,175.6067311,176.4499359,9799600,0
12,2022-09-27,281.7000122,284.5,274.730011,277.5700073,6390900,0
4,2022-09-27,55.54999924,56.84999847,53.90000153,55.08000183,11592900,0
21,2022-09-27,42.718699,42.91173499,41.65700661,41.80178452,5349800,0
9,2022-09-27,39.83472187,40.14456871,38.95359422,39.23439407,15027900,0
52,2022-09-27,104.4684954,104.8757026,101.4629068,102.626358,12793600,0
1,2022-09-27,115.7451472,116.5826648,112.5822817,114.1390762,247700,0
39,2022-09-27,106.0400009,108.1699982,104.1399994,106.3700027,5081000,0
8,2022-09-27,137.9487421,139.6409464,135.4648784,137.2362366,2251200,0
27,2022-09-27,5.929999828,6.070000172,5.929999828,5.960000038,281700,0
57,2022-09-27,40.02000046,41.22000122,39.65000153,40.33000183,2334600,0
42,2022-09-27,136.8899994,137.2299957,134.8399963,135.7400055,303400,0
41,2022-09-27,119.6532903,120.4299998,116.3970756,117.6716766,2605900,0
37,2022-09-27,239.2509594,239.5933244,231.4056993,231.5426483,4193800,0
31,2022-09-27,262.240715,266.4562883,259.9236441,261.5884399,3701000,0
10,2022-09-27,293.6301157,296.0449769,283.0265442,284.696106,4073300,0
17,2022-09-27,161.7096961,162.9830749,159.8044779,160.3293915,8686700,0
19,2022-09-27,27.67000008,28.48999977,27.15999985,27.56999969,22392800,0
2,2022-09-27,132.4905547,133.4455427,128.3490069,128.6121063,7722200,0
7,2022-09-27,65.29000092,67.55000305,61.88000107,63.04999924,11860500,0
53,2022-09-27,140.9575596,143.0105267,139.4055512,142.3818665,4466400,0
24,2022-09-27,108.0520177,108.0520177,105.4863393,106.4236221,3324300,0
